date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:20	6637/6637	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:20%20GMT	http://localhost/whatsnew/websitepanel-release-1.2.0	C:/My%20Web%20Sites/something/localhost/whatsnew/websitepanel-release-1.2.html	(from http://localhost/whatsnew)
12:30:21	4103/4103	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:20%20GMT	http://localhost/whatsnew/codeplexrelease	C:/My%20Web%20Sites/something/localhost/whatsnew/codeplexrelease.html	(from http://localhost/whatsnew)
12:30:21	4177/4177	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:20%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn6922.html	(from http://localhost/whatsnew)
12:30:21	4175/4175	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:21%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Flicense	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn8e28.html	(from http://localhost/license)
12:30:26	23726/23726	---M--	200	added ('OK')	application/x-zip-compressed	etag:%220157a7893abcb1:0%22	http://localhost/Files/WebsitePanel-MailTemplates.zip	C:/My%20Web%20Sites/something/localhost/Files/WebsitePanel-MailTemplates.zip	(from http://localhost/downloads)
12:30:26	4179/4179	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:26%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fdownloads	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn4538.html	(from http://localhost/downloads)
12:30:27	4169/4169	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:26%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fdemo	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn31bc.html	(from http://localhost/demo)
12:30:27	6430/6430	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:26%20GMT	http://localhost/installation-guide/index	C:/My%20Web%20Sites/something/localhost/installation-guide/index.html	(from http://localhost/documentation)
12:30:28	8622/8622	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:28%20GMT	http://localhost/administrator-guide/index	C:/My%20Web%20Sites/something/localhost/administrator-guide/index.html	(from http://localhost/documentation)
12:30:28	6853/6853	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:28%20GMT	http://localhost/reseller-guide/index	C:/My%20Web%20Sites/something/localhost/reseller-guide/index.html	(from http://localhost/documentation)
12:30:29	7884/7884	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:28%20GMT	http://localhost/user-guide/index	C:/My%20Web%20Sites/something/localhost/user-guide/index.html	(from http://localhost/documentation)
12:30:29	5284/5284	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:29%20GMT	http://localhost/developer-guide/index	C:/My%20Web%20Sites/something/localhost/developer-guide/index.html	(from http://localhost/documentation)
12:30:29	5874/5874	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:29%20GMT	http://localhost/exchange-2010-SP1-hosting-mode-module/index	C:/My%20Web%20Sites/something/localhost/exchange-2010-SP1-hosting-mode-module/index.html	(from http://localhost/documentation)
12:30:30	6502/6502	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:29%20GMT	http://localhost/exchange-2007-2010-module/index	C:/My%20Web%20Sites/something/localhost/exchange-2007-2010-module/index.html	(from http://localhost/documentation)
12:30:30	4729/4729	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:30%20GMT	http://localhost/blackberry-module/index	C:/My%20Web%20Sites/something/localhost/blackberry-module/index.html	(from http://localhost/documentation)
12:30:30	4467/4467	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:30%20GMT	http://localhost/OCS-module/index	C:/My%20Web%20Sites/something/localhost/OCS-module/index.html	(from http://localhost/documentation)
12:30:31	4844/4844	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:30%20GMT	http://localhost/SharePoint-module/index	C:/My%20Web%20Sites/something/localhost/SharePoint-module/index.html	(from http://localhost/documentation)
12:30:31	4643/4643	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:30:31%20GMT	http://localhost/CRM-module/index	C:/My%20Web%20Sites/something/localhost/CRM-module/index.html	(from http://localhost/documentation)
12:33:04	989171/989171	---M--	200	added ('OK')	application/x-zip-compressed	etag:%220ec82bb13b8cb1:0%22	http://localhost/Files/LanguagePacks/WebsitePanel_Language_Pack_pt-BR_1.0.zip	C:/My%20Web%20Sites/something/localhost/Files/LanguagePacks/WebsitePanel_Language_Pack_pt-BR_1.0.zip	(from http://localhost/downloads)
12:33:05	6060/6060	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:05%20GMT	http://localhost/hyper-v-module/index	C:/My%20Web%20Sites/something/localhost/hyper-v-module/index.html	(from http://localhost/documentation)
12:33:05	6380/6380	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:05%20GMT	http://localhost/preparing-VPS-templates/index	C:/My%20Web%20Sites/something/localhost/preparing-VPS-templates/index.html	(from http://localhost/documentation)
12:33:05	17261/17261	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:05%20GMT	http://localhost/implementation-of-private-cloud-for-hyper-v-in-websitepanel-2/implementation-of-private-cloud-for-hyper-v-in-websitepanel-2	C:/My%20Web%20Sites/something/localhost/implementation-of-private-cloud-for-hyper-v-in-websitepanel-2/implementation-of-private-cloud-for-hyper-v-in-websitepanel-2.html	(from http://localhost/documentation)
12:33:06	7284/7284	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:06%20GMT	http://localhost/kb/installing-php-5-with-microsoft-web-platform-installer	C:/My%20Web%20Sites/something/localhost/kb/installing-php-5-with-microsoft-web-platform-installer.html	(from http://localhost/documentation)
12:33:06	7348/7348	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:06%20GMT	http://localhost/kb/installing-php-4.x-and-php-5.x-on-the-same-server	C:/My%20Web%20Sites/something/localhost/kb/installing-php-4.x-and-php-5.html	(from http://localhost/documentation)
12:33:07	8092/8092	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:07%20GMT	http://localhost/kb/index	C:/My%20Web%20Sites/something/localhost/kb/index.html	(from http://localhost/documentation)
12:33:07	4187/4187	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:07%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fdocumentation	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOne005.html	(from http://localhost/documentation)
12:33:07	7089/7089	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:07%20GMT	http://localhost/works-with-release/1.2.0	C:/My%20Web%20Sites/something/localhost/works-with-release/1.2.html	(from http://localhost/works-with)
12:33:08	6836/6836	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:08%20GMT	http://localhost/works-with-release/1.1.1-Beta	C:/My%20Web%20Sites/something/localhost/works-with-release/1.1.html	(from http://localhost/works-with)
12:33:08	6816/6816	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:08%20GMT	http://localhost/works-with-release/1.1.0	C:/My%20Web%20Sites/something/localhost/works-with-release/1.1-2.html	(from http://localhost/works-with)
12:33:09	6702/6702	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:08%20GMT	http://localhost/works-with-release/1.0.2	C:/My%20Web%20Sites/something/localhost/works-with-release/1.0.html	(from http://localhost/works-with)
12:33:09	6702/6702	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:09%20GMT	http://localhost/works-with-release/1.0.1	C:/My%20Web%20Sites/something/localhost/works-with-release/1.0-2.html	(from http://localhost/works-with)
12:33:10	6650/6650	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:09%20GMT	http://localhost/works-with-release/1.0.0	C:/My%20Web%20Sites/something/localhost/works-with-release/1.0-3.html	(from http://localhost/works-with)
12:33:10	4181/4181	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:09%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fworks-with	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn6fc3.html	(from http://localhost/works-with)
12:33:10	4181/4181	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:10%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fcontact-us	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn21f6.html	(from http://localhost/contact-us)
12:33:15	28123/28123	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:10%20GMT	http://localhost/rss?containerid=259	C:/My%20Web%20Sites/something/localhost/rss431e	(from http://localhost/releases/1.2.0-released)
12:33:15	74/74	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:15%20GMT	http://localhost/rss?commentedoncontainer=259	C:/My%20Web%20Sites/something/localhost/rssed73	(from http://localhost/releases/1.2.0-released)
12:33:16	7189/7189	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:15%20GMT	http://localhost/releases	C:/My%20Web%20Sites/something/localhost/releases.html	(from http://localhost/releases/1.2.0-released)
12:33:16	12982/12982	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:16%20GMT	http://localhost/user-guide/create-and-manage-htaccess-enabled-folders	C:/My%20Web%20Sites/something/localhost/user-guide/create-and-manage-htaccess-enabled-folders.html	(from http://localhost/releases/1.2.0-released)
12:33:17	4597/4597	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:16%20GMT	http://localhost/well-known-issues/websitepanel-v1.2.0-2	C:/My%20Web%20Sites/something/localhost/well-known-issues/websitepanel-v1.2.html	(from http://localhost/releases/1.2.0-released)
12:33:17	4211/4211	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:16%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Freleases%2F1.2.0-released	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn9b6a.html	(from http://localhost/releases/1.2.0-released)
12:33:18	4175/4175	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:18%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2FLicense	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn709d.html	(from http://localhost/License)
12:33:20	12671/12671	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:18%20GMT	http://localhost/rss?containerid=682	C:/My%20Web%20Sites/something/localhost/rssc171	(from http://localhost/privacy-policy/privacy-policy)
12:33:20	74/74	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:20%20GMT	http://localhost/rss?commentedoncontainer=682	C:/My%20Web%20Sites/something/localhost/rss465d	(from http://localhost/privacy-policy/privacy-policy)
12:33:21	4223/4223	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:20%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fprivacy-policy%2Fprivacy-policy	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn7e8d.html	(from http://localhost/privacy-policy/privacy-policy)
12:33:24	17083/17083	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:20%20GMT	http://localhost/rss?containerid=678	C:/My%20Web%20Sites/something/localhost/rss0b74	(from http://localhost/terms-of-use/terms-of-use)
12:33:24	74/74	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:24%20GMT	http://localhost/rss?commentedoncontainer=678	C:/My%20Web%20Sites/something/localhost/rss7173	(from http://localhost/terms-of-use/terms-of-use)
12:33:24	4215/4215	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:24%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fterms-of-use%2Fterms-of-use	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn06cd.html	(from http://localhost/terms-of-use/terms-of-use)
12:33:25	4249/4249	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:24%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew%2Fguidelines-for-code-contributions	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOnf33c.html	(from http://localhost/whatsnew/guidelines-for-code-contributions)
12:33:25	4207/4207	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:25%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew%2Flogo-contest	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOnc36a.html	(from http://localhost/whatsnew/logo-contest)
12:33:26	4245/4245	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:25%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew%2Fvote-for-your-favorite-features	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOnbd0f.html	(from http://localhost/whatsnew/vote-for-your-favorite-features)
12:33:26	4235/4235	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:25%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew%2Fwebsitepanel-release-1.2.0	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOnf4aa.html	(from http://localhost/whatsnew/websitepanel-release-1.2.0)
12:33:26	1108712/1108712	---M--	200	added ('OK')	application/x-zip-compressed	etag:%220d52e2c93abcb1:0%22	http://localhost/Files/LanguagePacks/WebsitePanel%20Language%20Pack%20da-DK%201.0.1.zip	C:/My%20Web%20Sites/something/localhost/Files/LanguagePacks/WebsitePanel%20Language%20Pack%20da-DK%201.0.1.zip	(from http://localhost/downloads)
12:33:26	4213/4213	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:26%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Fwhatsnew%2Fcodeplexrelease	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOnba16.html	(from http://localhost/whatsnew/codeplexrelease)
12:33:27	1113554/1113554	---M--	200	added ('OK')	application/x-zip-compressed	etag:%220b6243293abcb1:0%22	http://localhost/Files/LanguagePacks/WebsitePanel%20Language%20Pack%20de-DE%201.0.2.zip	C:/My%20Web%20Sites/something/localhost/Files/LanguagePacks/WebsitePanel%20Language%20Pack%20de-DE%201.0.2.zip	(from http://localhost/downloads)
12:33:28	74/74	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:28%20GMT	http://localhost/rss?commentedoncontainer=110	C:/My%20Web%20Sites/something/localhost/rssaaeb	(from http://localhost/installation-guide/index)
12:33:28	17850/17850	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:28%20GMT	http://localhost/installation-guide/index-tr-TR	C:/My%20Web%20Sites/something/localhost/installation-guide/index-tr-TR.html	(from http://localhost/installation-guide/index)
12:33:29	6443/6443	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:28%20GMT	http://localhost/installation-guide/system-requirements	C:/My%20Web%20Sites/something/localhost/installation-guide/system-requirements.html	(from http://localhost/installation-guide/index)
12:33:29	7857/7857	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:29%20GMT	http://localhost/installation-guide/how-does-websitepanel-work	C:/My%20Web%20Sites/something/localhost/installation-guide/how-does-websitepanel-work.html	(from http://localhost/installation-guide/index)
12:33:30	10447/10447	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:29%20GMT	http://localhost/installation-guide/websitepanel-installation-with-web-platform-installer	C:/My%20Web%20Sites/something/localhost/installation-guide/websitepanel-installation-with-web-platform-installer.html	(from http://localhost/installation-guide/index)
12:33:30	6298/6298	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:29%20GMT	http://localhost/installation-guide/preparing-server-for-the-installation	C:/My%20Web%20Sites/something/localhost/installation-guide/preparing-server-for-the-installation.html	(from http://localhost/installation-guide/index)
12:33:30	6281/6281	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:30%20GMT	http://localhost/installation-guide/websitepanel-installer	C:/My%20Web%20Sites/something/localhost/installation-guide/websitepanel-installer.html	(from http://localhost/installation-guide/index)
12:33:31	9929/9929	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:30%20GMT	http://localhost/installation-guide/installing-websitepanel-standalone-package	C:/My%20Web%20Sites/something/localhost/installation-guide/installing-websitepanel-standalone-package.html	(from http://localhost/installation-guide/index)
12:33:31	17769/17769	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:30%20GMT	http://localhost/installation-guide/installing-websitepanel-components	C:/My%20Web%20Sites/something/localhost/installation-guide/installing-websitepanel-components.html	(from http://localhost/installation-guide/index)
12:33:32	7107/7107	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:31%20GMT	http://localhost/installation-guide/configuring-websitepanel-components	C:/My%20Web%20Sites/something/localhost/installation-guide/configuring-websitepanel-components.html	(from http://localhost/installation-guide/index)
12:33:32	5548/5548	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:31%20GMT	http://localhost/installation-guide/upgrading-websitepanel-components	C:/My%20Web%20Sites/something/localhost/installation-guide/upgrading-websitepanel-components.html	(from http://localhost/installation-guide/index)
12:33:32	4739/4739	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:32%20GMT	http://localhost/installation-guide/uninstalling-websitepanel	C:/My%20Web%20Sites/something/localhost/installation-guide/uninstalling-websitepanel.html	(from http://localhost/installation-guide/index)
12:33:33	7936/7936	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:32%20GMT	http://localhost/installation-guide/configuring-windows-2008-web-server	C:/My%20Web%20Sites/something/localhost/installation-guide/configuring-windows-2008-web-server.html	(from http://localhost/installation-guide/index)
12:33:33	7159/7159	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:32%20GMT	http://localhost/installation-guide/configuring-windows-2003-web-server	C:/My%20Web%20Sites/something/localhost/installation-guide/configuring-windows-2003-web-server.html	(from http://localhost/installation-guide/index)
12:33:33	6213/6213	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:32%20GMT	http://localhost/installation-guide/configuring-SQL-server	C:/My%20Web%20Sites/something/localhost/installation-guide/configuring-SQL-server.html	(from http://localhost/installation-guide/index)
12:33:34	9198/9198	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:34%20GMT	http://localhost/installation-guide/installing-dns-service	C:/My%20Web%20Sites/something/localhost/installation-guide/installing-dns-service.html	(from http://localhost/installation-guide/index)
12:33:34	6416/6416	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:34%20GMT	http://localhost/installation-guide/installing-mysql-server	C:/My%20Web%20Sites/something/localhost/installation-guide/installing-mysql-server.html	(from http://localhost/installation-guide/index)
12:33:34	4213/4213	---M--	200	added ('OK')	text/html	date:Tue,%2012%20Nov%202013%2018:33:34%20GMT	http://localhost/Users/Account/LogOn?ReturnUrl=%2Finstallation-guide%2Findex	C:/My%20Web%20Sites/something/localhost/Users/Account/LogOn1630.html	(from http://localhost/installation-guide/index)
12:33:35	74/74	---M--	200	added ('OK')	text/xml	date:Tue,%2012%20Nov%202013%2018:33:35%20GMT	http://localhost/rss?commentedoncontainer=13	C:/My%20Web%20Sites/something/localhost/rss3e15	(from http://localhost/administrator-guide/index)
